utility_type,given_flat_id,year_month,opening_reading,closing_reading,monthly_reading,opening_timestamp,closing_timestamp,computed_at
Water,AmethystG02,2026-02,6,6,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Pearl1306-E,2026-02,665.9,831.21,165.31,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Pearl207-E,2026-02,21850.13,21865.31,15.18,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Opal1005,2026-02,71.27,74.13,2.86,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Gas,Platinum1504,2026-02,85349,85349,0,02-02-2026 00:00,02-02-2026 00:00,05-03-2026 13:18
Electricity,Jade304,2026-02,3612.48,3613.79,1.31,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,AmethystG05,2026-02,16281.83,16453.32,171.49,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Ruby610,2026-02,9826.96,10054.39,227.43,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aurum1904,2026-02,466.24,468.79,2.55,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aquamarine1704,2026-02,105.63,111.38,5.75,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Turquoise802,2026-02,18913.61,19046.71,133.1,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Turquoise906,2026-02,21032.67,21192.31,159.64,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Argentum1905-D,2026-02,42.82,64.14,21.32,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,ArgentumG02-D,2026-02,2.41,4.64,2.23,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Jade403,2026-02,187.67,194.46,6.79,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Jade1302,2026-02,13992.45,14044.04,51.59,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aquamarine206,2026-02,610787,0,-610787,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aquamarine804,2026-02,3,3,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aquamarine605,2026-02,1182643,1210796,28153,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aquamarine1507,2026-02,436967,448496,11529,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Amethyst501,2026-02,970290,998593,28303,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Ruby1808,2026-02,80417,88254,7837,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Pearl804-E,2026-02,272.2,273.19,0.99,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,PearlG01-E,2026-02,17154.34,17334.42,180.08,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Pearl1003-E,2026-02,12829.38,13081.8,252.42,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,CrystalG05-F,2026-02,6179.11,6571.31,392.2,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Crystal710-F,2026-02,101421,104091,2670,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Crystal1002-F,2026-02,100854,105917,5063,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Turquoise1404,2026-02,1343249,1352533,9284,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Opal809,2026-02,169.43,179.73,10.3,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Argentum1803-D,2026-02,871404,878969,7565,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Argentum1106-D,2026-02,203674,231173,27499,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Amethyst1502,2026-02,84.23,88.24,4.01,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aurum1002,2026-02,63243,63243,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Gas,Platinum704,2026-02,7051,7051,0,02-02-2026 00:00,02-02-2026 00:00,05-03-2026 13:18
Electricity,Jade509,2026-02,21245.85,21444.45,198.6,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Amethyst1206,2026-02,19608.93,19713.08,104.15,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Aquamarine1805,2026-02,4396.5,4524.44,127.94,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Aquamarine410,2026-02,6004.78,0,-6004.78,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aurum902,2026-02,314.37,316.47,2.1,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,AurumG005,2026-02,491.87,494.84,2.97,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Crystal1203-F,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Turquoise1804,2026-02,214.75,218.15,3.4,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Argentum1304-D,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Argentum1010-D,2026-02,228.11,229,0.89,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Amethyst1607,2026-02,628617,649669,21052,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Amethyst1702,2026-02,209,209,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Amethyst1507,2026-02,637768,643901,6133,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Amethyst1809,2026-02,0,25,25,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Ruby808,2026-02,3008.59,3107.64,99.05,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,RubyG07,2026-02,223201,230267,7066,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Pearl604-E,2026-02,3.74,5.33,1.59,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Pearl305-E,2026-02,15794.55,15897.19,102.64,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Opal1803,2026-02,51.34,54.97,3.63,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Crystal1805-F,2026-02,115517,115517,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,AmethystG06,2026-02,124.25,129.33,5.08,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Amethyst1303,2026-02,98.16,99.47,1.31,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Amethyst210,2026-02,120.4,123.79,3.39,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Amethyst1505,2026-02,147.85,157.6,9.75,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Amethyst801,2026-02,89.25,93.92,4.67,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Amethyst410,2026-02,12667.27,12827.5,160.23,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Ruby907,2026-02,110.88,118.19,7.31,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,AquamarineG09,2026-02,10471.44,0,-10471.44,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Aquamarine607,2026-02,11265.2,11481.44,216.24,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aurum109,2026-02,206.02,207.48,1.46,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Crystal505-F,2026-02,388.51,391.54,3.03,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Turquoise1504,2026-02,296.05,302.21,6.16,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Turquoise1808,2026-02,73.3,75.25,1.95,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Opal1209,2026-02,3806.19,3976.66,170.47,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Jade607,2026-02,27371.37,27661.49,290.12,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Ruby1504,2026-02,69889,80190,10301,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Ruby107,2026-02,461895,474149,12254,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,RubyG04,2026-02,27765,38118,10353,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Ruby1910,2026-02,285579,289668,4089,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Pearl1404-E,2026-02,148.06,151.45,3.39,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Turquoise501,2026-02,1065958,1082917,16959,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Turquoise807,2026-02,721096,737033,15937,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Turquoise1403,2026-02,376951,376951,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Opal1309,2026-02,2.07,2.11,0.04,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Opal1109,2026-02,116.72,120.92,4.2,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Argentum710-D,2026-02,823894,831045,7151,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Amethyst1707,2026-02,175.95,184.48,8.53,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aurum1207,2026-02,92407,93018,611,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Gas,Platinum908,2026-02,104967,104967,0,02-02-2026 00:00,02-02-2026 00:00,05-03-2026 13:18
Electricity,Aquamarine1605,2026-02,18413.08,18675.72,262.64,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Aquamarine710,2026-02,11205.47,11542.77,337.3,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Aquamarine1509,2026-02,13871.17,14123.67,252.5,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,AurumG008,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Crystal603-F,2026-02,149.87,152.5,2.63,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Turquoise1208,2026-02,87.84,91.01,3.17,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Turquoise509,2026-02,170.75,179.17,8.42,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Pearl110-E,2026-02,372535,383831,11296,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Opal1607,2026-02,16363.97,16630.04,266.07,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Argentum1407-D,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Argentum1504-D,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aquamarine106,2026-02,368029,0,-368029,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Ruby204,2026-02,244769,253671,8902,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Ruby1003,2026-02,31344,36093,4749,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Pearl801-E,2026-02,16941.37,17054.97,113.6,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Pearl1905-E,2026-02,42360.96,42362.08,1.12,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Pearl810-E,2026-02,12807.57,13046.26,238.69,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Crystal1907-F,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Crystal1402-F,2026-02,18604,0,-18604,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Crystal607-F,2026-02,77827,78831,1004,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Crystal1609-F,2026-02,124555,125002,447,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Opal1306,2026-02,134.31,140.48,6.17,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Opal307,2026-02,98.85,101.7,2.85,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Argentum1305-D,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Opal902,2026-02,380348,390859,10511,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Ruby309,2026-02,88.57,95.37,6.8,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Ruby504,2026-02,20,20.61,0.61,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Ruby1607,2026-02,43.38,46.67,3.29,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Crystal1002-F,2026-02,34.02,37.46,3.44,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Crystal1102-F,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aquamarine703,2026-02,57.31,60.86,3.55,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Turquoise608,2026-02,24145.33,24174.52,29.19,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Turquoise1606,2026-02,18747.61,18926.59,178.98,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Opal505,2026-02,14790.68,15045.46,254.78,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Jade405,2026-02,179.14,182.21,3.07,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Pearl606-E,2026-02,41.95,43.93,1.98,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Opal1910,2026-02,2.84,3.26,0.42,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Argentum1910-D,2026-02,978111,990780,12669,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Opal1502,2026-02,307548,310952,3404,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aurum208,2026-02,72136,73224,1088,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Jade709,2026-02,16161.32,16390.85,229.53,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Ruby608,2026-02,47.21,49.46,2.25,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Crystal305-F,2026-02,12.91,16.86,3.95,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Crystal606-F,2026-02,221.67,223.64,1.97,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Turquoise1108,2026-02,168.93,173.21,4.28,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Turquoise1006,2026-02,180.25,193.37,13.12,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aquamarine1207,2026-02,110.83,118.91,8.08,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Pearl306-E,2026-02,424492,424492,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Turquoise1405,2026-02,17334.5,17512.41,177.91,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Turquoise1505,2026-02,24490.79,24785.65,294.86,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Opal708,2026-02,8403.91,8525.11,121.2,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Jade608,2026-02,181.15,182.42,1.27,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Jade1005,2026-02,15852.9,15960.45,107.55,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Jade702,2026-02,586313,599812,13499,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Pearl1209-E,2026-02,29194.96,29442.86,247.9,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Crystal1308-F,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Crystal1207-F,2026-02,0,0,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Turquoise210,2026-02,1028125,1044041,15916,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Opal1410,2026-02,163.44,169.53,6.09,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Argentum205-D,2026-02,554010,582330,28320,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Argentum306-D,2026-02,945367,945367,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Amethyst1203,2026-02,48.56,52.83,4.27,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Amethyst105,2026-02,75.12,77.56,2.44,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Opal105,2026-02,511778,523205,11427,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aurum308,2026-02,39383,39607,224,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Gas,Platinum1604,2026-02,39790,39790,0,02-02-2026 00:00,02-02-2026 00:00,05-03-2026 13:18
Electricity,Amethyst1702,2026-02,13264.76,13606.74,341.98,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Ruby510,2026-02,113.93,121.51,7.58,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Ruby409,2026-02,56.88,64.58,7.7,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Aquamarine408,2026-02,11426.66,0,-11426.66,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aurum803,2026-02,178.17,180.79,2.62,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aurum1304,2026-02,127.21,128.67,1.46,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Crystal905-F,2026-02,308.43,312.32,3.89,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Turquoise103,2026-02,115.45,118.15,2.7,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aquamarine910,2026-02,85.94,92.93,6.99,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aquamarine406,2026-02,131.83,0,-131.83,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Argentum604-D,2026-02,1771.38,1868.57,97.19,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Turquoise1204,2026-02,7968.11,8041.24,73.13,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Opal208,2026-02,7736.94,7967.07,230.13,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Opal1107,2026-02,6025.49,6124.52,99.03,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Opal1906,2026-02,11570.08,11791.67,221.59,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aquamarine708,2026-02,294664,303123,8459,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Jade1601,2026-02,419373,419804,431,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,AmethystG10,2026-02,730276,748654,18378,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Ruby1110,2026-02,4904.04,5040.33,136.29,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Ruby806,2026-02,85006,96532,11526,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Pearl1906-E,2026-02,16.76,19.81,3.05,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,PearlG06-E,2026-02,270.13,274.56,4.43,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Pearl906-E,2026-02,16370.48,16637.85,267.37,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Argentum1802-D,2026-02,197881,197881,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Amethyst1009,2026-02,164.89,173.96,9.07,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Opal1706,2026-02,174636,193884,19248,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Opal810,2026-02,789869,807757,17888,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Jade1208,2026-02,20194,20418.04,224.04,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Amethyst906,2026-02,18335.11,18518.79,183.68,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Ruby1401,2026-02,83.82,92.31,8.49,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Ruby1701,2026-02,43.77,46.55,2.78,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Jade1207,2026-02,402.65,411.15,8.5,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Pearl1608-E,2026-02,199987,208639,8652,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Pearl401-E,2026-02,505340,521918,16578,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Turquoise110,2026-02,7467.15,7729.04,261.89,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Turquoise1610,2026-02,30610.67,30871.73,261.06,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Turquoise1903,2026-02,23482.58,23552.68,70.1,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Jade1909,2026-02,110.82,120.3,9.48,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Amethyst1208,2026-02,702955,702955,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Amethyst1307,2026-02,705447,716690,11243,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Pearl808-E,2026-02,302.15,305.83,3.68,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Opal109,2026-02,118.97,123.21,4.24,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aurum1907,2026-02,95191,95964,773,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Gas,Platinum109,2026-02,41243,41243,0,02-02-2026 00:00,02-02-2026 00:00,05-03-2026 13:18
Gas,Platinum1509,2026-02,99876,99876,0,02-02-2026 00:00,02-02-2026 00:00,05-03-2026 13:18
Gas,Platinum608,2026-02,65924,65924,0,02-02-2026 00:00,02-02-2026 00:00,05-03-2026 13:18
Diesel,Aurum205,2026-02,66.37,69.12,2.75,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Turquoise1110,2026-02,193.73,200.11,6.38,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Turquoise1802,2026-02,223.95,227.49,3.54,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Turquoise1301,2026-02,128.92,133.17,4.25,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Pearl810-E,2026-02,449408,461766,12358,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Turquoise704,2026-02,11422.79,11528.94,106.15,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aquamarine505,2026-02,756093,770582,14489,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aquamarine1105,2026-02,125926,126625,699,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Jade1903,2026-02,629844,640337,10493,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Amethyst1808,2026-02,524951,545846,20895,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Ruby804,2026-02,2672.89,2885.58,212.69,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Ruby910,2026-02,380079,380079,0,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Ruby809,2026-02,455143,467349,12206,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Ruby1103,2026-02,96278,104351,8073,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Turquoise1207,2026-02,1540919,1550526,9607,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Opal1902,2026-02,4.55,8.79,4.24,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Argentum901-D,2026-02,966241,996277,30036,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Opal1204,2026-02,385820,395030,9210,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Aurum207,2026-02,125748,126781,1033,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Amethyst1810,2026-02,21881.56,21997.79,116.23,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Ruby702,2026-02,50.11,51.05,0.94,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Ruby1507,2026-02,80.75,80.81,0.06,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Aquamarine105,2026-02,13852.99,0,-13852.99,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aurum708,2026-02,297.21,299.02,1.81,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Crystal1605-F,2026-02,324.51,329.73,5.22,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aquamarine303,2026-02,82.66,0,-82.66,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Aquamarine1304,2026-02,68.25,71.14,2.89,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Turquoise1110,2026-02,21567.1,21813.76,246.66,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,Turquoise805,2026-02,16825.38,17145.5,320.12,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Electricity,OpalG04,2026-02,127,346.49,219.49,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,ArgentumG08-D,2026-02,190.68,198.45,7.77,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Diesel,Jade801,2026-02,281.83,292.4,10.57,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
Water,Jade101,2026-02,843306,858597,15291,02-02-2026 00:00,28-02-2026 23:45,05-03-2026 13:18
